post_id,source,text,label
21887359_gab,gab,brown must friends idiot boy trudeau given money un clinton foundation moslem dictators refused repair rail line churchill manitoba northern sea port everything goes moslems nothing canada canadians,offensive
14024764_gab,gab,eu not last another years think italians eventually bring kike show,hatespeech
8997025_gab,gab,oh look notice little muslim bastards speaking carnage fuck muslims killing people black white etc bastards not sympathy fuck assholes knew could speak truth revealed maga fuckislam,hatespeech
22807536_gab,gab,ahed tamimi whiter kike rats israel free ahed tamimi gas jews,hatespeech
10528805_gab,gab,people know much violence going sick want protect children,normal
1144051902474272769_twitter,twitter,white car black tint think tryna hide told duck faster lauriana rolling_on_the_floor_laughing rolling_on_the_floor_laughing,normal
15724226_gab,gab,really want jack gay msm cognitive dissonance need see dindu homo violence episodes drop leaflets chicago splaining gays fond carrying fat rolls cash one day media queers wake log cabin questions,hatespeech
1170440965888335874_twitter,twitter,oomf yearl old closet gay obsessed someone help,normal
1179075546426286080_twitter,twitter,yoongi ew u seen r u retarded u stupid bitch care abt jikook bitch tf may taekooker atleast love appreciate ships u dumb excuse fan,offensive
1179064353376608257_twitter,twitter,mr trudeau pledged money million rohingya refugee crisis refugee crisis flooding quebec not address pledged money million caribbean reconstruction infrastructure cities falling apart vote u,normal
1182136827219791873_twitter,twitter,enough uwu kweers faggots kes censored amp transgenders lemme year make fucking noise,hatespeech
1273356661839798273_twitter,twitter,USER muslims simply not world,hatespeech
17374984_gab,gab,white men must change back pre men married raised kids men worked whatever job took make sure family good life white men must reject ghetto morals live god family america,offensive
14049816_gab,gab,gatewaypundit pure fake news clickbait retarded people trump not cancel diversity lottery not even wanted,offensive
1179031842416201729_twitter,twitter,USER super early shut nigger,hatespeech
1178874113164746752_twitter,twitter,USER maybe begin lobotomizing str8s str8 give em real chance live queer experience,offensive
1179103115309662209_twitter,twitter,no not want homie no not friends no not wanna blow tree kill,normal
22919778_gab,gab,one must wonder long jail taxpayers dime decide toss spic ass guy castrate jail life prisoners nevada deal matter tyvm,hatespeech
1187319264614801408_twitter,twitter,bbi end circle violence tension every five years bring,normal
1120541331187695616_twitter,twitter,USER wave migration cracked doubt going much diverse future vetted immigrants,offensive
1178072044380008448_twitter,twitter,USER USER wait wait dumb nigger,hatespeech
1143649911969320960_twitter,twitter,well locked keys car im chugging grape juice publix parking lot crackheads born,normal
6988129_gab,gab,tie bitch let everyone girls stab death welcome hell muzzy cunt,hatespeech
1117879411951357952_twitter,twitter,get load nigger,normal
17548985_gab,gab,USER everytime see avatar think honky tonk,normal
1179086941037453314_twitter,twitter,wanna start twitter beef white christian mom,normal
1178831399484346374_twitter,twitter,USER obama catch release abomination america obama held responsible every american raped killed illegals,normal
24347025_gab,gab,ghetto niggers know ghetto nigger stuff say war not ghetto nigger nonsense grow lil guy stupid showing,offensive
1179057273999638528_twitter,twitter,USER USER USER see moral values clearly stated not committing fornication unanimously agreed like stealing taxes etc confident let ask islam fornication homosexuality occurs form fornication therefore,normal
1184266306197037057_twitter,twitter,girls really tried fight front church ghetto weary_face face_with_tears_of_joy,offensive
17188226_gab,gab,not problem even though know mudshark still adore,hatespeech
13794784_gab,gab,keep trying start petition make abortion clinics throw white babies separate dumpster nigger babies keep taking petition must banned cuz cant start new one enraged_face,hatespeech
11145172_gab,gab,afraid issues ill treatment military veterans farming elderly foreign staffed care homes neglect homeless sacrifice children muslim rape gangs widescale government corruption etc common place people no longer give shit disgraceful,offensive
12589700_gab,gab,infiltrate spread islam need fuck back came,hatespeech
15240595_gab,gab,not even know dad recycle joke mom get used stealing try not open like crack nigger,hatespeech
15976818_gab,gab,nyc bomber dam burned dick wow transgender muzzrat deblasio pay twice much,hatespeech
20127651_gab,gab,tfw spic neo nazi lmao percent,hatespeech
9243080_gab,gab,us president donald trump welcomed supreme court ruling allowing travel ban partly reinstated victory national security america highest court also granted white house request allowing part refugee ban go effect,normal
16350214_gab,gab,funny thing sarsour never dare try pull bullshit muzzie country shed need much makeup cover bruises slapped around cowardly men maggots establishing caliphate right apathetic ignorant little noses,hatespeech
1178804616445775872_twitter,twitter,USER USER us several forms bigotry racism nativism myzoginy islamophobia anti semitism white men not receiving end learned use language opposing one cover justification indulging one rest,normal
6031137_gab,gab,lol actually reply sarcastic comment moslem would try fuck turkey,hatespeech
27693236_gab,gab,real women take critical consequences use make improvements feminists whine,offensive
14580398_gab,gab,elite looters enriched import iq moslem onto welfare section homeless vets would not need taxpayer paid classes use toilets free homes,normal
1178514704005771265_twitter,twitter,tired shit skin,offensive
17135722_gab,gab,oy vey kike must say,hatespeech
1178716113359605760_twitter,twitter,USER modi pm whole india went chennai fucked niggers could tweet gobackmodi,normal
1159860_gab,gab,USER long known saudi intel asset tied muslim brotherhood,offensive
1178422013238620162_twitter,twitter,play one game overwatch month away first game instantly two players calling people faggots kill oh boy gotta not play game anymore,normal
1165322295969107969_twitter,twitter,sophomores high school aos wanna bring shit charge scheme ass little girl,normal
25331138_gab,gab,yes world need another zhid holocaust time not million infecting countries,hatespeech
27090581_gab,gab,actually yes irish slaves america mostly women girls allowed work manors opposed fields also forced sex negro slaves many african americans today irish english scottish blood,normal
21344085_gab,gab,victim wants money shkreli pharma bro shkreli USER eurofaggots money not dot got money incorrect also japan china oriental indian n pakis middle eastern asia russia stupid demcorat fascsit tax parasites lower gov spending percent cancel restictions,offensive
1185054134929514497_twitter,twitter,god niggas need euthanized hung no cap straight fucking incels,normal
1098403782088634368_twitter,twitter,zion goes slipping tearing shoes limps power jack white game,normal
10064262_gab,gab,not tell one sand nigger next,hatespeech
1178890353128169475_twitter,twitter,USER USER USER issue write gooder illegal immigrant fraudulently country fleeing death persecution not one raped little girls murdered child dismemberment scenario not fit USER narrative change law,normal
1179095978349154304_twitter,twitter,egyptians bc like omg gonna wear today open closet full white linen lmfaoo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,normal
26330497_gab,gab,well beats whole hitler jesus millennial shithead reactionary meme hitler owned creepy faggots behind scenes hussein obama,offensive
9542851_gab,gab,disgusting lot single mother leftist aka liberal women kind shit sons varying degrees intentionally conditioning sons gay embittered towards men men cases drove away leftist bullshit,hatespeech
1178824377661640706_twitter,twitter,prolly heard im hoe hoe,normal
1178729776057589761_twitter,twitter,nigga really raped ody shit really irking shit,normal
